id,question,reference_answer,actual_label,answer_1,answer_2,answer_3,answer_4,answer_5,semantic_entropy,normalized_entropy,semantic_consistency,semantic_hallucination_score,number_of_clusters,largest_cluster_ratio,unique_answer_count
372,On the banks of which river does the city of Quebec stand?,ST LAWRENCE,1,St. Lawrence River,Saint Lawrence,St. Lawrence River,St. Lawrence River,St. Lawrence,0.0,0.0,1.0,0.0,1,1.0,3
373,"Near which northern town, now a city, did the last battle of the English Civil War take place, in 1648?",Preston,1,Cambridge,Worcester,Nuneaton,Worcester,Newbury,1.3321790402101223,0.9609640474436812,0.039035952556318754,0.9609640474436812,4,0.4,4
374,Which famous British graffiti artist describes himself as a ‘Quality Vandal’?,Banksy,0,Banksy,Banksy,Banksy,Banksy,Banksy,0.0,0.0,1.0,0.0,1,1.0,1
375,What was silent film actor 'Fatty' Arbuckle's christian name?,ROSCOE,1,Arthur,Arthur,William,Arthur,Arthur,0.5004024235381879,0.7219280948873623,0.2780719051126377,0.7219280948873623,2,0.8,2
376,Who invented the saxophone in 1840?,Adolphe Sax,0,Adolphe Sax,Adolphe Sax,Adolphe Sax,Adolphe Sax,Adolphe Sax,0.0,0.0,1.0,0.0,1,1.0,1
377,Which British political figure became Baroness Kesteven?,Margaret Thatcher,1,"Baroness Kesteven was the Hon. Eleanor Mary Norman, 3rd Baroness Howard of Emlyn, a British politician. She became Baron",Margaret Beckett,Baroness Kesteven,Baroness Kesteven became the British political figure who is the Baroness Kesteven. To answer correctly based on the information provided: Baroness,"Baroness Kesteven was Margaretta Helena Edith ""Meg"" Ewart, Baroness Kesteven. Her full title is Margaretta Helena",1.3321790402101223,0.9609640474436812,0.039035952556318754,0.9609640474436812,4,0.4,5
378,"The period between 1450 and 1600 in European development is known by what term, initially used by Italian scholars to express the rediscovery of ancient Roman and Greek culture?",The Renaissance,1,Renaissance,Renaissance,Renaissance,Renaissance,Renaissance,0.0,0.0,1.0,0.0,1,1.0,1
379,The price of which metal commodity is traditionally considered an indicator of global economic buoyancy?,Copper,1,Gold,Gold,Gold,Gold,Gold,0.0,0.0,1.0,0.0,1,1.0,1
380,Which South Pacific island nation became the first in the 21st century to change its driving on the road from right to left?,Samoa,1,Samoa,Tuvalu,Kiribati,Nauru,Nauru,1.3321790402101223,0.9609640474436812,0.039035952556318754,0.9609640474436812,4,0.4,4
381,Sarawak is a state in which country?,MALAYSIA,0,Malaysia,Malaysia Sarawak is a state in Malaysia.,Malaysia Sarawak is a state in Malaysia.,Malaysia,Malaysia,0.6730116670092565,0.9709505944546688,0.029049405545331197,0.9709505944546688,2,0.6,2
382,"The Wright Brothers' first powered flight, in 1903, took place where?",Kitty Hawk,0,"Kitty Hawk, North Carolina",Kitty Hawk,Kitty Hawk,Kitty Hawk,Kitty Hawk,0.5004024235381879,0.7219280948873623,0.2780719051126377,0.7219280948873623,2,0.8,2
383,"""What Christmas character said """"God bless us, every one!""""""",Tiny Tim,1,Father Christmas,Frosty the Snowman,Frosty the Snowman,Father Christmas,Santa Claus,0.6730116670092565,0.9709505944546688,0.029049405545331197,0.9709505944546688,2,0.6,3
384,"In October 2005, a week before her 16th birthday, Michelle Wie announced that she was turning professional at what sport?",Golf,0,golf,Golf,Golf,Golf,Golf,0.0,0.0,1.0,0.0,1,1.0,1
385,The Russo Japanese War of 1904-1905 ended when the Russian Fleet under Rozhdestvensky was defeated at the Battle of Tsushima by a fleet led by whom?,Admiral Togo Heihachir,1,Hayashi Shigenori,Hideki Toyoda,Hideki Takahashi,Yamamoto,Yamamoto,1.3321790402101223,0.9609640474436812,0.039035952556318754,0.9609640474436812,4,0.4,4
386,"Niagara Falls is between the state of New York, USA, and which province of Canada?",Ontario,0,Ontario,Ontario,Ontario,Ontario,Ontario,0.0,0.0,1.0,0.0,1,1.0,1
387,"Taking office on May 27th 1993, who was margaret Thatcher's last Chancellor of the Exchequer?",KENNETH CLARK,1,Geoffrey Howe,Norman Tebbings Thatcher,Sir Geoffrey Howe,Nigel Lawson,John Major,1.6094379124341005,1.0,0.0,1.0,5,0.2,5
388,Bujumbura international airport is in which country?,Burundi,0,Burundi,Burundi,Burundi,Burundi,Burundi,0.0,0.0,1.0,0.0,1,1.0,1
389,Quakers are also known by what name?,Society of Friends,1,Religious Society of Friends,Merryweather,Merryweather,Society of Friends,Merry Packers,1.0549201679861442,0.9602297178607612,0.03977028213923883,0.9602297178607612,3,0.4,4
390,In Othello what did the bard mean by ‘the beast with two backs’?,Sexual Intercourse,1,Sexual intercourse,Sex,Slang for sexual intercourse,"Act 3, Scene 3, Cassio's entrance. The beast with two backs in ""Othello"" is a euphemistic phrase",Seducing and having sex,1.3321790402101223,0.9609640474436812,0.039035952556318754,0.9609640474436812,4,0.4,5
391,"Killing 57 people and causing over $3 billion in property damage, the eruption o f Mount St. Helens occurred on May 18 of what year?",1980,0,1980,1980,1980,1980,1980,0.0,0.0,1.0,0.0,1,1.0,1
392,In which city can you see the original statue of Michelangelo’s David?,Florence,0,Florence,Florence,Florence,Florence,Florence,0.0,0.0,1.0,0.0,1,1.0,1
393,"Which-singer's voice was of the leading actress in the films 'Gentlemen Prefer Blondes', 'The King and I', 'West Side Story' and 'My Fair Lady'?",Marni Nixon,1,Marilyn Monroe,Marilyn Monroe,Grace Kelly,Mary Martin,Mary Martin,1.0549201679861442,0.9602297178607612,0.03977028213923883,0.9602297178607612,3,0.4,3
394,"Based on a mythological tale, which 1689 opera by Henry Purcell is considered by many to be the first English-language operatic masterpiece?",'DIDO AND AENEAS',0,Dido and Aeneas,Dido and Aeneas,Dido and Aeneas,Dido and Aeneas,Dido and Engidus,0.5004024235381879,0.7219280948873623,0.2780719051126377,0.7219280948873623,2,0.8,2
395,"The surname of which Wimbledon Champion can be formed using the chemical symbols for beryllium, carbon, potassium and erbium?",Boris BECKER,1,BKPb,Bercot,Baskin,Berek,BeKCoEr,1.6094379124341005,1.0,0.0,1.0,5,0.2,5
396,Who was president of the USA during World War I?,Woodrow Wilson,0,Woodrow Wilson,Woodrow Wilson,Woodrow Wilson,Woodrow Wilson,Woodrow Wilson,0.0,0.0,1.0,0.0,1,1.0,1
397,"""Who had hit records with """"Tragedy"""" and """"You Win Again""""?""",The Bee Gees,1,Ray Charles Robinson,Ray Charles,Sam the Sham and the Shangri-Las,Ray Charles Robinson,Sam Cooke,1.3321790402101223,0.9609640474436812,0.039035952556318754,0.9609640474436812,4,0.4,4
398,Of which African country is Dodoma the official capital city?,Tanzania,0,Tanzania,Tanzania,Tanzania,Tanzania,Tanzania,0.0,0.0,1.0,0.0,1,1.0,1
399,Which mountain range stretches from the Black Sea to the Caspian Sea?,Caucasus,1,Greater Caucasus,Tat Mountain Range,Pontic Mountains,Pontic Mountains,Pontic Mountains,0.9502705392332347,0.8649735207179272,0.1350264792820728,0.8649735207179272,3,0.6,3
400,The flag of Hungary is divided into three bands. Two of the colours are red and white. What is the third?,GREEN,1,blue,Blue,Blue,Blue,blue,0.0,0.0,1.0,0.0,1,1.0,1
401,Where is the Great Karoo found?,South Africa,0,South Africa,South Africa,South Africa,South Africa,South Africa,0.0,0.0,1.0,0.0,1,1.0,1
402,"Which award winning building was built directly underneath Waterloo Bridge, London, in the 1980s and has stalagtites (from water leaking through the Bridge) growing in it?",Museum of the Moving Image,1,Tower Bridge Exhibition,Barbican Estate,Crystal Maze,Millennium Bridge,Bilimoviç Tower,1.6094379124341005,1.0,0.0,1.0,5,0.2,5
403,What is the desert that occupies the southern part of Israel?,NEGEV,0,Negev,Negev,Negev Desert,Negev,Negev,0.0,0.0,1.0,0.0,1,1.0,2
404,"What popular rosy-cheeked animal character, launched on UK TV in 2004, was licensed to US Fisher Price Toys in 2011?",Peppa Pig,1,Benjamin Bunny,Biscuit,Bisto Biscuit BFFs,Biff,bumblebee boy,1.3321790402101223,0.9609640474436812,0.039035952556318754,0.9609640474436812,4,0.4,5
405,Which chemical element is represented by Zr on the Periodic Table?,Zirconium,0,Zirconium,Zirconium,Zirconium,Zirconium,Zirconium,0.0,0.0,1.0,0.0,1,1.0,1
406,"Who was the mother of Marie Antoinette, wife of Louis XIV of France?",Maria Theresa of Austria,1,Maria Theresa,Maria Antonia Ferdinand Sophie Amalia of Austria,"Maria Antonia Josephine, Princess of Hungary",Maria Theresa,Maria Antonietta,1.3321790402101223,0.9609640474436812,0.039035952556318754,0.9609640474436812,4,0.4,4
407,"Which lady, who has never won a Wimbledon singles title, was the US Open Champion in 1991 and 1992?",MONICA SELES,1,Conchita Martinez,Kim Clijsters,Conchita Martinez,Monica Seles,Martina Hingis,1.3321790402101223,0.9609640474436812,0.039035952556318754,0.9609640474436812,4,0.4,4
408,In Russian cuisine what kind of food are blini?,PANCAKES,0,pancakes,Pancakes,pancakes,pancakes,pancakes,0.0,0.0,1.0,0.0,1,1.0,1
409,Which horse won the Epsom Derby in 1989?,Nashwan,1,Almanzor,Mr. Prospector,Mon Mome,Almanzor,Montjeu,1.3321790402101223,0.9609640474436812,0.039035952556318754,0.9609640474436812,4,0.4,4
410,What happened at Scapa Flow on 21st June 1919?,German fleet was scuttled,1,Fleet Review,release of German warships,Release of German Fleet,release of German Navy ships,release of german navy ships To: release of german navy ships.,0.5004024235381879,0.7219280948873623,0.2780719051126377,0.7219280948873623,2,0.8,5
411,"Who were Aramis, Porthos and Athos?",The Three Musketeers,1,Musketeers,Musketeers,Musketeers,Musketeers,Musketeers,0.0,0.0,1.0,0.0,1,1.0,1
412,What colour is Santa Claus' belt?,Black,1,Red,Red,Red,Red,Red,0.0,0.0,1.0,0.0,1,1.0,1
413,Which famous military leader was Deputy Commander of NATO forces from 1951 to 1958?,Montgomery,1,General Matthew B. Ridgway,General Dwight D. Eisenhower,Dwight D. Eisenhower,Dwight D. Eisenhower Eisenhower,Dwight D. Eisenhower Eisenhower,0.9502705392332347,0.8649735207179272,0.1350264792820728,0.8649735207179272,3,0.6,4
414,"In 1968, which was the first manned lunar orbiting mission?",APOLLO 8,0,Apollo 8,Apollo 8,Apollo 8,Apollo 8,Apollo 8,0.0,0.0,1.0,0.0,1,1.0,1
415,Larry Mullins and Adam Clayton are the rhythm section for which band?,U2,1,"Bono and The Edge, The Edge being Adam Clayton, form U2. Larry Mullen Jr. and Adam Clayton make up the rhythm section of",Soul Asylum,Soul Asylum,Soul Asylum,Soul Asylum,0.5004024235381879,0.7219280948873623,0.2780719051126377,0.7219280948873623,2,0.8,2
416,Which racecourse hosts The Lincoln Handicap?,DONCASTER,1,Hollywood Park,Gulfstream Park,Hollywood Park Racetrack,Hollywood Park,Hollywood Park Racetrack,1.0549201679861442,0.9602297178607612,0.03977028213923883,0.9602297178607612,3,0.4,3
417,Pont Neuf is the oldest bridge in Paris. What does its name mean?,New Bridge,1,Old Bridge,Old Bridge,Old Bridge,Old Bridge,Old Bridge,0.0,0.0,1.0,0.0,1,1.0,1
418,"From 1978 to 1984, who were coached by a lady called Betty Callaway?",Torvill & Dean,1,Betty Joe Callaway,Pat SumAllison,Pat Sum-all,Betty Shabazz,Betty Callaway coached the Detroit Pistons.,1.3321790402101223,0.9609640474436812,0.039035952556318754,0.9609640474436812,4,0.4,5
419,"The Bee Gees are popularly credited as being from Australia, but on which island were they actually born?",Isle of Man,1,Cocos (Keeling) Islands,Tasmania,Isle of Wight,Tasmania,Tasmania,0.9502705392332347,0.8649735207179272,0.1350264792820728,0.8649735207179272,3,0.6,3
420,"Richmond in Yorkshire, lies on which river?",SWALE,1,Swale,Derwent,Nidd,Ouse,Dove,1.3321790402101223,0.9609640474436812,0.039035952556318754,0.9609640474436812,4,0.4,5
421,Which French playwright's real name was Jean Baptiste Poquelin?,MOLIERE,1,Jean-Baptiste Poquelin,Jean-Baptiste Poquelin,Molière,Molière,Jean-Baptiste Poquelin,0.6730116670092565,0.9709505944546688,0.029049405545331197,0.9709505944546688,2,0.6,2
422,What was the name of the British nurse who was shot by a German firing squad during World War I after being court-martialled for helping Allied troops escape from a military hospital in Belgium?,EDITH CAVELL,0,Edith Cavell,Edith Cavell,Edith Cavell,Edith Cavell,Edith Cavell,0.0,0.0,1.0,0.0,1,1.0,1
423,"According to 2014 Twitter statistics, how many million tweets are sent every day?",500,1,3500,3500,400,3500,3.9,0.9502705392332347,0.8649735207179272,0.1350264792820728,0.8649735207179272,3,0.6,3
424,"Traditionally, the concertmaster of a symphonic orchestra plays what instrument?",Violin,0,Violin,Violin,Violin,Violin,violin,0.0,0.0,1.0,0.0,1,1.0,1
425,A Russian rouble is divided into 100 …..what?,Kopeks,1,kopecks,kopecks,kopecks,kopecks,kopecks,0.0,0.0,1.0,0.0,1,1.0,1
426,Who became the last state President of apartheid South Africa in August 1989?,F W de Klerk,0,F.W. de Klerk,F W de Klerk,Nelson Mandela,De Klerk,F W de Klerk,0.9502705392332347,0.8649735207179272,0.1350264792820728,0.8649735207179272,3,0.6,3
427,"""Who created the character of Doctor Finlay in the British TV series (1962-1971) """"Dr Finlay's Casebook""""?""",A J Cronin,1,Patrick Gordon Walker,John Partners,John Moffat,John Moffatt Moffatt Moffatt Moffatt Moffatt Moffatt Moffatt Moffatt Moffatt Moffatt Moffatt Moffatt Moffatt Moffatt Moff,John Partners,1.0549201679861442,0.9602297178607612,0.03977028213923883,0.9602297178607612,3,0.4,4
428,"Which British Overseas Territory is located on the southern end of the Iberian Peninsula at the entrance of the Mediterranean, and has an area of approximately 2.6 square miles?",Gibraltar,1,Pitcairn Islands,Pitcairn Island,Pitcairn Islands,Pitcairn Islands,Pitcairn Islands,0.5004024235381879,0.7219280948873623,0.2780719051126377,0.7219280948873623,2,0.8,2
429,Which British explorer travelled disguised as a Muslim to Mecca and Medina in 1853?,Richard Francis Burton,1,John Wilson Coxes,John Lewis Stevens,William Francis Edward Beveridge,John Francis,Alexander Stewart Russell,1.6094379124341005,1.0,0.0,1.0,5,0.2,5
430,"Voiced by Phil Hartman, before his untimely death, Lionel Hutz is the hapless lawyer on what TV series?",The Simpsons,1,Grounded for Life,Law and Order,Law & Order,The Simpsons,The Wire,1.3321790402101223,0.9609640474436812,0.039035952556318754,0.9609640474436812,4,0.4,5
431,What famous suncream is named after a mountain in Switzerland?,Piz Buin,1,Positano Sunscreen,La Roche-Posay,Positano Sunscreen,Nivea,Elastisee,1.3321790402101223,0.9609640474436812,0.039035952556318754,0.9609640474436812,4,0.4,4
432,"In an Indian restaurant, what is 'kulfi'?",Ice cream,0,Ice cream,Ice cream,Ice cream,Ice cream,Ice cream,0.0,0.0,1.0,0.0,1,1.0,1
433,"What was the name of the Roman festivities in mid to late December, elements of which were incorporated into Christmas?",SATURNALIA,0,Saturnalia,Saturnalia,Saturnalia,Saturnalia,Saturnalia,0.0,0.0,1.0,0.0,1,1.0,1
434,Which 1929 film directed by Alfred Hitchcock is considered to be the first all-talkie feature British film?,Blackmail,1,The Third Man,"The third British silent feature to be adapted as a ""talkie""",The Farmer's Wife,The Farmer's Wife,The39Clues,1.3321790402101223,0.9609640474436812,0.039035952556318754,0.9609640474436812,4,0.4,4
435,"""Which school is the setting for the 1939 film """"Goodbye, Mr. Chips""""?""",Brookfield Public School,1,Cheltenham Grammar School,Collingwood School Answer: Collingwood School Answer: Collingwood School,Chipping Sodbury,York Grammar School,Skywalker Ranch,1.6094379124341005,1.0,0.0,1.0,5,0.2,5
436,"In August 1960 Chad, in Central Africa, became independent from which country?",France,0,France,France,France,France,France,0.0,0.0,1.0,0.0,1,1.0,1
437,"As of 1st. June 2011, who is the only Swiss Tennis player, other than Roger Federer, to be ranked in the Men's top twenty?",STANISLAS WAWRINKA,1,Stan Wawrinka,Stan Wawrinka,Stan Wawrinka,Stan Wawrinka,Stanislas Wawrinka,0.0,0.0,1.0,0.0,1,1.0,2
438,In which newspaper does the cartoon dog Fred Basset appear,The Daily Mail,1,News of the World,The Sun,The Sun,The Daily Mirror,Dandy,1.3321790402101223,0.9609640474436812,0.039035952556318754,0.9609640474436812,4,0.4,4
439,Who had the noels Spy Hook and Spy Line published in the 80s?,Len Deighton,1,James Bond novels,James Bond,James Bond,James Bond,James Bond novels,0.6730116670092565,0.9709505944546688,0.029049405545331197,0.9709505944546688,2,0.6,2
440,Which of the United States is known as the Wolverine State'?,MICHIGAN,0,Michigan,Michigan,Michigan,Michigan,Michigan,0.0,0.0,1.0,0.0,1,1.0,1
441,What is the name of the densely forested moon inhabited by the Na’vi in the 2009 film ‘Avatar’?,Pandora,1,Moon Parka,Moon Forest Moon,LV-200 To: LV-200.,Moon serpent,LV-200,1.3321790402101223,0.9609640474436812,0.039035952556318754,0.9609640474436812,4,0.4,5
442,The uniform of which NFL team is green because their once owner was born on St Patrick's day?,New York Jets,1,Green Bay Packers,New York Jets,Pittsburgh Steelers,Atlanta Falcons,Green Bay Packers,1.3321790402101223,0.9609640474436812,0.039035952556318754,0.9609640474436812,4,0.4,4
443,From which city did Radio Piccadilly broadcast,Manchester,1,London,Birmingham,London London,Manchester,London,0.9502705392332347,0.8649735207179272,0.1350264792820728,0.8649735207179272,3,0.6,4
444,"Who is missing from this list of Artistic Directors of the National Theatre – Laurence Olivier, Peter Hall, Richard Eyre and Nicholas Hytner?",TREVOR NUNN,1,Nicholas Hytner,Nicholas Hytner,Michael Radford,Nicholas Hytner,Nicholas Hytner,0.5004024235381879,0.7219280948873623,0.2780719051126377,0.7219280948873623,2,0.8,2
445,Which Stephen King novel is said to have been rejected by 30 different publishers?,Carrie,1,"It's Just You, Pretty Woman",Rita Hayworth and Shawshank Redemption,Danse Macabre,"Rita Hayworth and Shawshank Redemption To clarify, the novel that is said to have been rejected by 30 different publishers is Rita Hayworth",Bag of Bones,1.6094379124341005,1.0,0.0,1.0,5,0.2,5
446,The Buddy Holly song That'll Be the Day is said to have been inspired by what John Wayne film?,The Searchers,1,The B Word,True Guns,Roundup,True Grit,The Darling (1955),1.6094379124341005,1.0,0.0,1.0,5,0.2,5
447,Name the dragonthat guarded the treasure in 'The Hobbit'?,'SMAUG',0,Smaug,Smaug,Smaug,Smaug,Smaug,0.0,0.0,1.0,0.0,1,1.0,1
448,Which composer was born on this day in Prague in 1841 – his Symphony number 9 in E minor From the New World is one of his most famous works?,Antonín Dvořák,1,Antonín Leopold Dvořák,Antonín Leopold Dvořák,Antonín Leopold Dvořák,Antonín Leopold Dvořák,Antonín Leopold Dvořák,0.0,0.0,1.0,0.0,1,1.0,1
449,The three largest cruise ships in the world are own by which cruise line?,ROYAL CARIBBEAN,1,Carnival Cruise Line,Royal Caribbean International,Carnival Cruise Line,Cunard Line,Princess Cruises,1.3321790402101223,0.9609640474436812,0.039035952556318754,0.9609640474436812,4,0.4,4
450,"Released in 2009, 'Dawn Of The Dinosaurs' was the title of the third instalment of which film series?",'ICE AGE',1,Dinosaur,Dino Land,Dino Dominion,The Mummy,Dino Dominion,1.3321790402101223,0.9609640474436812,0.039035952556318754,0.9609640474436812,4,0.4,4
451,"Which play includes the characters Lady Sneerwell, Sir Harry Bumper and Sir Peter Teazle?",School for Scandal,1,Teahouse of the Rue Margo,Teahouse of the Eight Winds,Teahouse of the August Moon,Teahouse of the August Moon,The Village,1.3321790402101223,0.9609640474436812,0.039035952556318754,0.9609640474436812,4,0.4,4
452,Which is the only place in the UK to have a post code beginning with the letter 'Z'?,Shetland,1,ZY,ZE,Z1 1AA,ZB,ZE,0.9502705392332347,0.8649735207179272,0.1350264792820728,0.8649735207179272,3,0.6,4
453,Who composed The Trout Quintet?,Schubert,1,Franz Schubert,Franz Schubert,Antonín Leopold Dvorák,Franz Schubert,Franz Schubert,0.5004024235381879,0.7219280948873623,0.2780719051126377,0.7219280948873623,2,0.8,2
454,In which country would you find the region of Assam?,India,0,India,India,India,India,India,0.0,0.0,1.0,0.0,1,1.0,1
455,Which group sang about 'Mrs. Brown's lovely daughter' in 1965?,HERMAN'S HERMITS,1,The Kinks,The Davey Group,The Daveyords,The Beatles,The Kinks,1.3321790402101223,0.9609640474436812,0.039035952556318754,0.9609640474436812,4,0.4,4
456,‘Albrecht Discount’ supermarket is better known by what name?,Aldi,0,Aldi,Aldi,Aldi,Aldi,Aldi,0.0,0.0,1.0,0.0,1,1.0,1
457,What is the English name for the Rossini opera 'La Gazza Ladra'?,'THE THIEVING MAGPIE',1,The Rat Catcher,The Fox-Hunter,The Fox-Hunter,The Fiendish little Stag,The Thieving Magpie,1.3321790402101223,0.9609640474436812,0.039035952556318754,0.9609640474436812,4,0.4,4
458,"""Who narrated """"March of the Penguins"""" and """"The Shawshank Redemption""""?""",Morgan Freeman,1,Joel McKee Smith,Joel David Robertson,Jim Brown,Jim Cummings,Jim Brown,1.3321790402101223,0.9609640474436812,0.039035952556318754,0.9609640474436812,4,0.4,4
459,What is the Caribbean island of St Christopher commonly known as?,St. Kitts,1,Saint Kitts Saint Martin Saint Lucia,Saint Kitts,Saint Kitts,Nevis,Saint Kitts,0.5004024235381879,0.7219280948873623,0.2780719051126377,0.7219280948873623,2,0.8,3
460,Bumble is the nickname of which sports commentator?,DAVID LLOYD,1,Bill Simmons,Bill Livingston,Bill Simmons,Bill James,Bill James,1.0549201679861442,0.9602297178607612,0.03977028213923883,0.9602297178607612,3,0.4,3
461,A pentadecagon has how many sides?,15,0,15,15,15,15,15,0.0,0.0,1.0,0.0,1,1.0,1
462,In which decade was the Suez Canal opened; Abrahan Lincioln elected American President; Prince Albert died of typhoid?,1860's,1,1800s,1800s,1860s,1860s,1860s,0.6730116670092565,0.9709505944546688,0.029049405545331197,0.9709505944546688,2,0.6,2
463,Kikuyu and Tutsi are two types of what?,African tribes,1,Peoples,Ethnic groups,Ethnic groups,Peoples,Peoples,0.6730116670092565,0.9709505944546688,0.029049405545331197,0.9709505944546688,2,0.6,2
464,What was the name of the bar in which the TV show Cheers was set?,Cheers,0,Griffin's Bar,The Captain's Bar,Cheers,Cheers,Cheers,0.9502705392332347,0.8649735207179272,0.1350264792820728,0.8649735207179272,3,0.6,3
465,Which wading bird is encouraged to nest on rooftops as a symbol of fertility,Stork,1,Pigeon clapper (Rufousingous phoenicurus),White stork,Great Tit,Great tit,flamingo,1.3321790402101223,0.9609640474436812,0.039035952556318754,0.9609640474436812,4,0.4,4
466,French woman Isabelle Dinoire was the first person to receive a transplant of which body part in 2005?,Face,1,kidney,cornea,Heart,Heart,heart,0.9502705392332347,0.8649735207179272,0.1350264792820728,0.8649735207179272,3,0.6,3
467,"""Which poet wrote the line, """"If winter comes, can spring be far behind""""?""",PERCY SHELLEY,1,Percy Bysshe Shelley,Percy Bysshe Shelley,Percy Bysshe Shelley,Percy Bysshe Shelley,Percy Bysshe Shelley,0.0,0.0,1.0,0.0,1,1.0,1
468,"For the 1st time ever, a person has won both a best actor/actress Oscar and a Razzie for the worst actor/actress in the same year. Who did it this year?",Sandra Bullock,1,Gary Oldman,Tom Hanks To: Tom Hanks,Christian Bale,Casey Affleck,Leonardo DiCaprio,1.6094379124341005,1.0,0.0,1.0,5,0.2,5
469,"Unveiled on May 11th 2007, a bronze statue of which famous figure now stands outside Wembley Stadium? It features the character with arms folded and one foot resting on a ball.",BOBBY MOORE,1,Muhammad Ali,Nelson Mandela,Muhammad Ali,Nelson Mandela,Muhammad Ali,0.6730116670092565,0.9709505944546688,0.029049405545331197,0.9709505944546688,2,0.6,2
470,From which ballet company did Rudolph Nuryev defect to the west?,KIROV,1,Kirov Ballet,Kirov Ballet,Kirov Ballet,Kirov Ballet,Kirov Ballet Company,0.5004024235381879,0.7219280948873623,0.2780719051126377,0.7219280948873623,2,0.8,2
471,"Which Mediterranean island is associated with the Greek goddess of love, Aphrodite?",CYPRUS,0,Cyprus,Cyprus,Cyprus,Cyprus,Cyprus,0.0,0.0,1.0,0.0,1,1.0,1
472,"Which pop group comprised John Gorman, Roger McGough and Mike McGear?",'THE SCAFFOLD',1,Echoes,The Style Council,Small Faces,Frankie Goes to Hollywood,Buzzaway,1.6094379124341005,1.0,0.0,1.0,5,0.2,5
473,Which brewery produces the beer 'Spitfire'?,SHEPHERD NEAME,1,BrewDog,Fullers,Stone Brewing Company,Samuel Smith's Brewery,Cascade Brewing Company,1.6094379124341005,1.0,0.0,1.0,5,0.2,5
474,"Where, in literature can you find Willy Nilly, Organ Morgan and Bessie Bighead?",UNDER MILK WOOD,1,Children's literature,Children's literature,Folklore,Folklore,The Brothers Grimm,1.0549201679861442,0.9602297178607612,0.03977028213923883,0.9602297178607612,3,0.4,3
475,The significant ancient Egyptian diety Horus (a man with a falcon's head) features the related '(What?) of Horus' symbol of protection/good health?,Eye,0,Sakanet,Uraeus,Eye,Eye of Horus,Eye of Horus,1.3321790402101223,0.9609640474436812,0.039035952556318754,0.9609640474436812,4,0.4,4
476,Who wrote The Origin of Species in 1859?,CHARLES DARWIN,0,Charles Darwin,Charles Darwin,charles darwin,Charles Darwin,charles darwin,0.0,0.0,1.0,0.0,1,1.0,1
477,"Steve Davis reached every final of the Snooker World Championship between 1983 and 1989, but who were the two players who beat him?",Dennis Taylor and Joe Johnson,1,"Mark Williams, Ronnie O'Sullivan","Ronnie O'Sullivan, Steve Davis","Ronnie O'Sullivan, Mark Williams",Steve Davis,"Mark Williams, John Higgins",1.3321790402101223,0.9609640474436812,0.039035952556318754,0.9609640474436812,4,0.4,5
478,Who played Heinrich Himmler in the 1976 film ‘The Eagle Has Landed’?,Donald Pleasance,1,Donald Sutherland,David Warner,Dirk Benedict,Michael Caine,Richard Burton,1.6094379124341005,1.0,0.0,1.0,5,0.2,5
479,"Which four letter word beginning with A is the name of a  god depicted as a bull, symbolising fertility and strength in war?",Apis,1,Amon,Amau,Astarte,Amaunator,Astarte,1.3321790402101223,0.9609640474436812,0.039035952556318754,0.9609640474436812,4,0.4,4
480,The dominant 14-18th century Oyo Empire of Nigeria was noted for the organizational abilities of the Yoruba people and what feature of its powerful army?,Cavalry,0,warrior tradition,cavalry,discipline,cavalry,militarism,1.3321790402101223,0.9609640474436812,0.039035952556318754,0.9609640474436812,4,0.4,4
481,In Roman Britain where was Vectis?,ISLE OF WIGHT,1,Isle of Man,Isle of Man,Isle of Man,Isle of Man,Isle of Man To: Isle of Man,0.5004024235381879,0.7219280948873623,0.2780719051126377,0.7219280948873623,2,0.8,2
482,On which river does Balmoral Castle stand?,River Dee,0,River Ness,NORTH SEA,River Dee,River Ness,River Dee,1.0549201679861442,0.9602297178607612,0.03977028213923883,0.9602297178607612,3,0.4,3
483,What medical term is used for an extreme life-threatening allergic reaction?,Anaphylaxis,0,Anaphylaxis,Anaphylaxis,Anaphylaxis,Anaphylaxis,Anaphylaxis,0.0,0.0,1.0,0.0,1,1.0,1
484,‘Life Thru a Lens’ was the first No. 1 album by which singer in 1997?,Robbie Williams,1,Janet Jackson,Shania Twain,Garth Brook,TLC,Shania Twain,1.3321790402101223,0.9609640474436812,0.039035952556318754,0.9609640474436812,4,0.4,4
485,What was Coco Chanel's real first name?,Gabrielle,0,Marcelle,Marcelle,Gabrielle,Gabrielle,Gabrielle,0.6730116670092565,0.9709505944546688,0.029049405545331197,0.9709505944546688,2,0.6,2
486,Who directed The Big Sleep and Gentlemen Prefer Blondes?,Howard Hawks,0,Howard Hawks,Howard Hawks,Howard Hawks,Howard Hawks,Howard Hawks,0.0,0.0,1.0,0.0,1,1.0,1
487,"Where is the Castillo de los Tres Reyes Magos del Morro designed by Italian engineer Juan Bautista Antonelli, and built in 1589?","The entrance to Havana bay in Havana, Cuba",1,"San Juan, Puerto Rico",Puerto Rico,Puerto Rico,Puerto Rico,Puerto Rico,0.5004024235381879,0.7219280948873623,0.2780719051126377,0.7219280948873623,2,0.8,2
488,"Which South Korean car company was bought by General Motors in 2001, its cars then being produced under the Chevrolet badge?",Daewoo,1,Hyundai,SsangYong,SsangYong,Kia,Kia,1.0549201679861442,0.9602297178607612,0.03977028213923883,0.9602297178607612,3,0.4,3
