id,question,reference_answer,generated_answer,non_hallucination_probability,hallucination_probability,actual_label,semantic_entropy,normalized_entropy,semantic_consistency,semantic_hallucination_score,number_of_clusters,largest_cluster_ratio,unique_answer_count
414,"In 1968, which was the first manned lunar orbiting mission?",APOLLO 8,Apollo 8,0.5667746860857628,0.43322531391423724,0,0.0,0.0,1.0,0.0,1,1.0,1
415,Larry Mullins and Adam Clayton are the rhythm section for which band?,U2,Soul Asylum,0.1292398415242465,0.8707601584757535,1,0.5004024235381879,0.7219280948873623,0.2780719051126377,0.7219280948873623,2,0.8,2
416,Which racecourse hosts The Lincoln Handicap?,DONCASTER,Hollywood Park Racetrack,0.12517317867539723,0.8748268213246028,1,1.0549201679861442,0.9602297178607612,0.03977028213923883,0.9602297178607612,3,0.4,3
417,Pont Neuf is the oldest bridge in Paris. What does its name mean?,New Bridge,Old Bridge,0.338393010443482,0.661606989556518,1,0.0,0.0,1.0,0.0,1,1.0,1
418,"From 1978 to 1984, who were coached by a lady called Betty Callaway?",Torvill & Dean,Bettye LaVette,0.0588829800219266,0.9411170199780734,1,1.3321790402101223,0.9609640474436812,0.039035952556318754,0.9609640474436812,4,0.4,5
419,"The Bee Gees are popularly credited as being from Australia, but on which island were they actually born?",Isle of Man,Tasmania,0.15966286525700046,0.8403371347429995,1,0.9502705392332347,0.8649735207179272,0.1350264792820728,0.8649735207179272,3,0.6,3
420,"Richmond in Yorkshire, lies on which river?",SWALE,Derwent,0.07867173441103736,0.9213282655889626,1,1.3321790402101223,0.9609640474436812,0.039035952556318754,0.9609640474436812,4,0.4,5
421,Which French playwright's real name was Jean Baptiste Poquelin?,MOLIERE,Jean-Baptiste Poquelin,0.6227603924197597,0.37723960758024033,1,0.6730116670092565,0.9709505944546688,0.029049405545331197,0.9709505944546688,2,0.6,2
422,What was the name of the British nurse who was shot by a German firing squad during World War I after being court-martialled for helping Allied troops escape from a military hospital in Belgium?,EDITH CAVELL,Edith Cavell,0.6609880886156368,0.33901191138436315,0,0.0,0.0,1.0,0.0,1,1.0,1
423,"According to 2014 Twitter statistics, how many million tweets are sent every day?",500,3500,0.4355250264619108,0.5644749735380892,1,0.9502705392332347,0.8649735207179272,0.1350264792820728,0.8649735207179272,3,0.6,3
424,"Traditionally, the concertmaster of a symphonic orchestra plays what instrument?",Violin,Violin,0.7586289128401921,0.24137108715980793,0,0.0,0.0,1.0,0.0,1,1.0,1
425,A Russian rouble is divided into 100 …..what?,Kopeks,kopecks,0.02820712288792815,0.9717928771120719,1,0.0,0.0,1.0,0.0,1,1.0,1
426,Who became the last state President of apartheid South Africa in August 1989?,F W de Klerk,F.W. de Klerk,0.34283260383977243,0.6571673961602276,0,0.9502705392332347,0.8649735207179272,0.1350264792820728,0.8649735207179272,3,0.6,3
427,"""Who created the character of Doctor Finlay in the British TV series (1962-1971) """"Dr Finlay's Casebook""""?""",A J Cronin,John Moffat,0.1773308625969755,0.8226691374030245,1,1.0549201679861442,0.9602297178607612,0.03977028213923883,0.9602297178607612,3,0.4,4
428,"Which British Overseas Territory is located on the southern end of the Iberian Peninsula at the entrance of the Mediterranean, and has an area of approximately 2.6 square miles?",Gibraltar,Pitcairn Islands,0.3738172748317644,0.6261827251682356,1,0.5004024235381879,0.7219280948873623,0.2780719051126377,0.7219280948873623,2,0.8,2
429,Which British explorer travelled disguised as a Muslim to Mecca and Medina in 1853?,Richard Francis Burton,John Ross,0.01245176719285468,0.9875482328071453,1,1.6094379124341005,1.0,0.0,1.0,5,0.2,5
430,"Voiced by Phil Hartman, before his untimely death, Lionel Hutz is the hapless lawyer on what TV series?",The Simpsons,Law and Order,0.17081001119110584,0.8291899888088942,1,1.3321790402101223,0.9609640474436812,0.039035952556318754,0.9609640474436812,4,0.4,5
431,What famous suncream is named after a mountain in Switzerland?,Piz Buin,E400,0.09265826202533833,0.9073417379746617,1,1.3321790402101223,0.9609640474436812,0.039035952556318754,0.9609640474436812,4,0.4,4
432,"In an Indian restaurant, what is 'kulfi'?",Ice cream,Ice cream,0.44069209815943033,0.5593079018405697,0,0.0,0.0,1.0,0.0,1,1.0,1
433,"What was the name of the Roman festivities in mid to late December, elements of which were incorporated into Christmas?",SATURNALIA,Saturnalia,0.5801872248351878,0.4198127751648122,0,0.0,0.0,1.0,0.0,1,1.0,1
434,Which 1929 film directed by Alfred Hitchcock is considered to be the first all-talkie feature British film?,Blackmail,The39Clues,0.019403874005534893,0.9805961259944651,1,1.3321790402101223,0.9609640474436812,0.039035952556318754,0.9609640474436812,4,0.4,4
435,"""Which school is the setting for the 1939 film """"Goodbye, Mr. Chips""""?""",Brookfield Public School,Collingwood School,0.25372025391370956,0.7462797460862904,1,1.6094379124341005,1.0,0.0,1.0,5,0.2,5
436,"In August 1960 Chad, in Central Africa, became independent from which country?",France,France,0.2742195182492494,0.7257804817507506,0,0.0,0.0,1.0,0.0,1,1.0,1
437,"As of 1st. June 2011, who is the only Swiss Tennis player, other than Roger Federer, to be ranked in the Men's top twenty?",STANISLAS WAWRINKA,Stan Wawrinka,0.5682363653468904,0.43176363465310963,1,0.0,0.0,1.0,0.0,1,1.0,2
438,In which newspaper does the cartoon dog Fred Basset appear,The Daily Mail,The Sunday Times,0.08691173603519542,0.9130882639648046,1,1.3321790402101223,0.9609640474436812,0.039035952556318754,0.9609640474436812,4,0.4,4
439,Who had the noels Spy Hook and Spy Line published in the 80s?,Len Deighton,James Bond,0.05727001401737397,0.942729985982626,1,0.6730116670092565,0.9709505944546688,0.029049405545331197,0.9709505944546688,2,0.6,2
440,Which of the United States is known as the Wolverine State'?,MICHIGAN,Michigan,0.76457630843355,0.2354236915664501,0,0.0,0.0,1.0,0.0,1,1.0,1
441,What is the name of the densely forested moon inhabited by the Na’vi in the 2009 film ‘Avatar’?,Pandora,LV-200,0.49580417718024006,0.5041958228197599,1,1.3321790402101223,0.9609640474436812,0.039035952556318754,0.9609640474436812,4,0.4,5
442,The uniform of which NFL team is green because their once owner was born on St Patrick's day?,New York Jets,Pittsburgh Steelers,0.12706478165212098,0.872935218347879,1,1.3321790402101223,0.9609640474436812,0.039035952556318754,0.9609640474436812,4,0.4,4
443,From which city did Radio Piccadilly broadcast,Manchester,London,0.35992709770326736,0.6400729022967326,1,0.9502705392332347,0.8649735207179272,0.1350264792820728,0.8649735207179272,3,0.6,4
444,"Who is missing from this list of Artistic Directors of the National Theatre – Laurence Olivier, Peter Hall, Richard Eyre and Nicholas Hytner?",TREVOR NUNN,Nicholas Hytner,0.6267034565069008,0.37329654349309915,1,0.5004024235381879,0.7219280948873623,0.2780719051126377,0.7219280948873623,2,0.8,2
445,Which Stephen King novel is said to have been rejected by 30 different publishers?,Carrie,The Shining,0.05449997212144153,0.9455000278785585,1,1.6094379124341005,1.0,0.0,1.0,5,0.2,5
446,The Buddy Holly song That'll Be the Day is said to have been inspired by what John Wayne film?,The Searchers,True Grit,0.2191679812944316,0.7808320187055684,1,1.6094379124341005,1.0,0.0,1.0,5,0.2,5
447,Name the dragonthat guarded the treasure in 'The Hobbit'?,'SMAUG',Smaug,0.60975581484658,0.3902441851534199,0,0.0,0.0,1.0,0.0,1,1.0,1
448,Which composer was born on this day in Prague in 1841 – his Symphony number 9 in E minor From the New World is one of his most famous works?,Antonín Dvořák,Antonín Leopold Dvořák,0.40518957389185073,0.5948104261081493,1,0.0,0.0,1.0,0.0,1,1.0,1
449,The three largest cruise ships in the world are own by which cruise line?,ROYAL CARIBBEAN,Carnival Cruise Line,0.33888525650009726,0.6611147434999027,1,1.3321790402101223,0.9609640474436812,0.039035952556318754,0.9609640474436812,4,0.4,4
450,"Released in 2009, 'Dawn Of The Dinosaurs' was the title of the third instalment of which film series?",'ICE AGE',Dinoshark,0.2809973159061685,0.7190026840938315,1,1.3321790402101223,0.9609640474436812,0.039035952556318754,0.9609640474436812,4,0.4,4
451,"Which play includes the characters Lady Sneerwell, Sir Harry Bumper and Sir Peter Teazle?",School for Scandal,Teahouse of the August Moon,0.08263719489787513,0.9173628051021249,1,1.3321790402101223,0.9609640474436812,0.039035952556318754,0.9609640474436812,4,0.4,4
452,Which is the only place in the UK to have a post code beginning with the letter 'Z'?,Shetland,"ZE Zetland, Shetland Islands Z11 3",0.012923998633012634,0.9870760013669874,1,0.9502705392332347,0.8649735207179272,0.1350264792820728,0.8649735207179272,3,0.6,4
453,Who composed The Trout Quintet?,Schubert,Franz Schubert,0.5641906866452643,0.4358093133547357,1,0.5004024235381879,0.7219280948873623,0.2780719051126377,0.7219280948873623,2,0.8,2
454,In which country would you find the region of Assam?,India,India,0.5472866163603771,0.4527133836396229,0,0.0,0.0,1.0,0.0,1,1.0,1
455,Which group sang about 'Mrs. Brown's lovely daughter' in 1965?,HERMAN'S HERMITS,The Kinks,0.24531412664048524,0.7546858733595148,1,1.3321790402101223,0.9609640474436812,0.039035952556318754,0.9609640474436812,4,0.4,4
456,‘Albrecht Discount’ supermarket is better known by what name?,Aldi,Aldi,0.6387247955491334,0.3612752044508666,0,0.0,0.0,1.0,0.0,1,1.0,1
457,What is the English name for the Rossini opera 'La Gazza Ladra'?,'THE THIEVING MAGPIE',The Fiendish Little Chicken,0.04373080281976227,0.9562691971802377,1,1.3321790402101223,0.9609640474436812,0.039035952556318754,0.9609640474436812,4,0.4,4
458,"""Who narrated """"March of the Penguins"""" and """"The Shawshank Redemption""""?""",Morgan Freeman,Jim Broadbent,0.025616786545030412,0.9743832134549696,1,1.3321790402101223,0.9609640474436812,0.039035952556318754,0.9609640474436812,4,0.4,4
459,What is the Caribbean island of St Christopher commonly known as?,St. Kitts,Saint Kitts,0.2920705806919188,0.7079294193080812,1,0.5004024235381879,0.7219280948873623,0.2780719051126377,0.7219280948873623,2,0.8,3
460,Bumble is the nickname of which sports commentator?,DAVID LLOYD,Bill Simmons,0.03279881291742903,0.967201187082571,1,1.0549201679861442,0.9602297178607612,0.03977028213923883,0.9602297178607612,3,0.4,3
461,A pentadecagon has how many sides?,15,15,0.7850159910147966,0.21498400898520345,0,0.0,0.0,1.0,0.0,1,1.0,1
462,In which decade was the Suez Canal opened; Abrahan Lincioln elected American President; Prince Albert died of typhoid?,1860's,1860s,0.845085461515642,0.15491453848435802,1,0.6730116670092565,0.9709505944546688,0.029049405545331197,0.9709505944546688,2,0.6,2
463,Kikuyu and Tutsi are two types of what?,African tribes,People,0.2428709712992475,0.7571290287007525,1,0.6730116670092565,0.9709505944546688,0.029049405545331197,0.9709505944546688,2,0.6,2
464,What was the name of the bar in which the TV show Cheers was set?,Cheers,Cheers,0.08794547959209176,0.9120545204079082,0,0.9502705392332347,0.8649735207179272,0.1350264792820728,0.8649735207179272,3,0.6,3
465,Which wading bird is encouraged to nest on rooftops as a symbol of fertility,Stork,Anas platyrhynchos,0.014100958503496464,0.9858990414965035,1,1.3321790402101223,0.9609640474436812,0.039035952556318754,0.9609640474436812,4,0.4,4
466,French woman Isabelle Dinoire was the first person to receive a transplant of which body part in 2005?,Face,Cornea,0.21662267021740933,0.7833773297825907,1,0.9502705392332347,0.8649735207179272,0.1350264792820728,0.8649735207179272,3,0.6,3
467,"""Which poet wrote the line, """"If winter comes, can spring be far behind""""?""",PERCY SHELLEY,Percy Bysshe Shelley,0.5814752019595957,0.4185247980404043,1,0.0,0.0,1.0,0.0,1,1.0,1
468,"For the 1st time ever, a person has won both a best actor/actress Oscar and a Razzie for the worst actor/actress in the same year. Who did it this year?",Sandra Bullock,Tom Hanks,0.019650370947738582,0.9803496290522614,1,1.6094379124341005,1.0,0.0,1.0,5,0.2,5
469,"Unveiled on May 11th 2007, a bronze statue of which famous figure now stands outside Wembley Stadium? It features the character with arms folded and one foot resting on a ball.",BOBBY MOORE,Muhammad Ali,0.45356192321165356,0.5464380767883464,1,0.6730116670092565,0.9709505944546688,0.029049405545331197,0.9709505944546688,2,0.6,2
470,From which ballet company did Rudolph Nuryev defect to the west?,KIROV,Kirov Ballet,0.555815527215167,0.44418447278483303,1,0.5004024235381879,0.7219280948873623,0.2780719051126377,0.7219280948873623,2,0.8,2
471,"Which Mediterranean island is associated with the Greek goddess of love, Aphrodite?",CYPRUS,Cyprus,0.26032870424759147,0.7396712957524085,0,0.0,0.0,1.0,0.0,1,1.0,1
472,"Which pop group comprised John Gorman, Roger McGough and Mike McGear?",'THE SCAFFOLD',The Foundations,0.0013964657980543027,0.9986035342019457,1,1.6094379124341005,1.0,0.0,1.0,5,0.2,5
473,Which brewery produces the beer 'Spitfire'?,SHEPHERD NEAME,Stone Brewing Company,0.10540957123660155,0.8945904287633984,1,1.6094379124341005,1.0,0.0,1.0,5,0.2,5
474,"Where, in literature can you find Willy Nilly, Organ Morgan and Bessie Bighead?",UNDER MILK WOOD,Children's literature,0.07560573819770788,0.9243942618022921,1,1.0549201679861442,0.9602297178607612,0.03977028213923883,0.9602297178607612,3,0.4,3
475,The significant ancient Egyptian diety Horus (a man with a falcon's head) features the related '(What?) of Horus' symbol of protection/good health?,Eye,Eye,0.3453401222243129,0.6546598777756871,0,1.3321790402101223,0.9609640474436812,0.039035952556318754,0.9609640474436812,4,0.4,4
476,Who wrote The Origin of Species in 1859?,CHARLES DARWIN,Charles Darwin,0.16693695135793873,0.8330630486420613,0,0.0,0.0,1.0,0.0,1,1.0,1
477,"Steve Davis reached every final of the Snooker World Championship between 1983 and 1989, but who were the two players who beat him?",Dennis Taylor and Joe Johnson,"Terry Griffiths, Ken Doherty",0.009346348796600235,0.9906536512033998,1,1.3321790402101223,0.9609640474436812,0.039035952556318754,0.9609640474436812,4,0.4,5
478,Who played Heinrich Himmler in the 1976 film ‘The Eagle Has Landed’?,Donald Pleasance,Donald Sutherland,0.14665986406409803,0.853340135935902,1,1.6094379124341005,1.0,0.0,1.0,5,0.2,5
479,"Which four letter word beginning with A is the name of a  god depicted as a bull, symbolising fertility and strength in war?",Apis,Amau,0.06402376280297084,0.9359762371970292,1,1.3321790402101223,0.9609640474436812,0.039035952556318754,0.9609640474436812,4,0.4,4
480,The dominant 14-18th century Oyo Empire of Nigeria was noted for the organizational abilities of the Yoruba people and what feature of its powerful army?,Cavalry,cavalry,0.14331672117957117,0.8566832788204288,0,1.3321790402101223,0.9609640474436812,0.039035952556318754,0.9609640474436812,4,0.4,4
481,In Roman Britain where was Vectis?,ISLE OF WIGHT,Isle of Man,0.3172067679008348,0.6827932320991652,1,0.5004024235381879,0.7219280948873623,0.2780719051126377,0.7219280948873623,2,0.8,2
482,On which river does Balmoral Castle stand?,River Dee,River Dee,0.056870536297981,0.943129463702019,0,1.0549201679861442,0.9602297178607612,0.03977028213923883,0.9602297178607612,3,0.4,3
483,What medical term is used for an extreme life-threatening allergic reaction?,Anaphylaxis,Anaphylaxis,0.5524160949693979,0.44758390503060214,0,0.0,0.0,1.0,0.0,1,1.0,1
484,‘Life Thru a Lens’ was the first No. 1 album by which singer in 1997?,Robbie Williams,TLC,0.07758772136083569,0.9224122786391643,1,1.3321790402101223,0.9609640474436812,0.039035952556318754,0.9609640474436812,4,0.4,4
485,What was Coco Chanel's real first name?,Gabrielle,Gabrielle,0.11914625860938866,0.8808537413906113,0,0.6730116670092565,0.9709505944546688,0.029049405545331197,0.9709505944546688,2,0.6,2
486,Who directed The Big Sleep and Gentlemen Prefer Blondes?,Howard Hawks,Howard Hawks,0.6391690255758161,0.3608309744241839,0,0.0,0.0,1.0,0.0,1,1.0,1
487,"Where is the Castillo de los Tres Reyes Magos del Morro designed by Italian engineer Juan Bautista Antonelli, and built in 1589?","The entrance to Havana bay in Havana, Cuba",Puerto Rico,0.5661260966127896,0.43387390338721044,1,0.5004024235381879,0.7219280948873623,0.2780719051126377,0.7219280948873623,2,0.8,2
488,"Which South Korean car company was bought by General Motors in 2001, its cars then being produced under the Chevrolet badge?",Daewoo,Hyundai,0.45024993606509833,0.5497500639349017,1,1.0549201679861442,0.9602297178607612,0.03977028213923883,0.9602297178607612,3,0.4,3
489,"""Whom did 'Sherlock Holmes' describe as """"The Napoleon of crime""""?""",PROFESSOR MORIARTY,James Moriarty,0.32103830891651997,0.67896169108348,1,1.3321790402101223,0.9609640474436812,0.039035952556318754,0.9609640474436812,4,0.4,4
490,What ocean borders the US state of Georgia?,Atlantic,Atlantic Ocean,0.527710348703545,0.47228965129645495,1,0.0,0.0,1.0,0.0,1,1.0,1
491,Which Elgar piece is dedicated ‘ to my friends pictured within’?,Enigma Variations,Enigma Variations,0.7129286566609836,0.28707134333901646,0,0.5004024235381879,0.7219280948873623,0.2780719051126377,0.7219280948873623,2,0.8,2
492,Which Roman Emperor who ruled from 300-377 AD was the first to be converted to Christianity?,CONSTANTINE,Valentinian I,0.09469925865657214,0.9053007413434279,1,1.0549201679861442,0.9602297178607612,0.03977028213923883,0.9602297178607612,3,0.4,3
493,Anthony van Dyke was court painter of which English monarch?,King Charles I,Elizabeth I,0.7577838924938712,0.24221610750612876,1,0.6730116670092565,0.9709505944546688,0.029049405545331197,0.9709505944546688,2,0.6,2
494,"As leader of the Teen Titans, ‘Robin’ aka Dick Grayson took on which other identity?",Nightwing,Nightwing,0.5292198224920354,0.47078017750796464,0,0.6730116670092565,0.9709505944546688,0.029049405545331197,0.9709505944546688,2,0.6,2
495,Charlotte is the largest city in the 'Tar Heel State'. Which state?,NORTH CAROLINA,North Carolina,0.8192621348280211,0.18073786517197885,0,0.0,0.0,1.0,0.0,1,1.0,1
496,What was the name of Scrooge's long suffering clerk in a Christmas Carol?,Bob Cratchit,Bob Cratchit,0.6822325948199023,0.3177674051800977,0,0.0,0.0,1.0,0.0,1,1.0,2
497,"What branch of the US Armed Forces, founded in 1790, trains its officers at its academy in New London, Ct?",U.S. Coast Guard,Marine Corps,0.3906564409710902,0.6093435590289098,1,0.0,0.0,1.0,0.0,1,1.0,1
498,What is the state capital of North Dakota?,Bismarck,Bismarck,0.15960001335283536,0.8403999866471646,0,0.0,0.0,1.0,0.0,1,1.0,1
499,"""What 1978 film featured the songs """"You're the One That I Want"""" and """"Born to Hand Jive""""?""",Grease,Grease,0.4690178213880971,0.5309821786119029,0,0.0,0.0,1.0,0.0,1,1.0,1
500,"What is the title of late actor Charlie Chaplin’s last completed film, launched in the UK in 1967?",A Countess From Hong Kong,The Little King,0.15399399217930865,0.8460060078206914,1,1.0549201679861442,0.9602297178607612,0.03977028213923883,0.9602297178607612,3,0.4,3
